img_pair,ground_truth,is_related
IMG-20200825-WA0017.jpg-IMG-20200821-WA0022.jpg,1,0.34073877334594727
IMG-20200825-WA0017.jpg-IMG-20200821-WA0023.jpg,1,0.41215163469314575
IMG-20200825-WA0017.jpg-IMG-20200821-WA0024.jpg,1,0.39185845851898193
IMG-20200825-WA0017.jpg-IMG-20200821-WA0025.jpg,1,0.3802051544189453
IMG-20200825-WA0017.jpg-IMG-20200821-WA0026.jpg,1,0.4279320538043976
IMG-20200825-WA0017.jpg-IMG-20200821-WA0027.jpg,1,0.34820932149887085
IMG-20200825-WA0017.jpg-IMG-20200821-WA0028.jpg,1,0.3717930018901825
IMG-20200825-WA0017.jpg-IMG-20200821-WA0029.jpg,1,0.4464520812034607
IMG-20200825-WA0017.jpg-IMG-20200821-WA0030.jpg,1,0.3308977782726288
IMG-20200825-WA0017.jpg-IMG-20200821-WA0031.jpg,1,0.49405476450920105
IMG-20200825-WA0017.jpg-IMG-20200821-WA0032.jpg,1,0.5154390335083008
IMG-20200825-WA0017.jpg-IMG-20200821-WA0033.jpg,1,0.6992487907409668
IMG-20200825-WA0017.jpg-IMG-20200821-WA0034.jpg,1,0.6680638194084167
IMG-20200825-WA0017.jpg-IMG-20200821-WA0035.jpg,1,0.2556862533092499
IMG-20200825-WA0017.jpg-IMG_20200821_162726.jpg,1,0.4523685872554779
IMG-20200825-WA0022.jpg-IMG-20200821-WA0022.jpg,1,0.46895530819892883
IMG-20200825-WA0022.jpg-IMG-20200821-WA0023.jpg,1,0.5537282824516296
IMG-20200825-WA0022.jpg-IMG-20200821-WA0024.jpg,1,0.49149420857429504
IMG-20200825-WA0022.jpg-IMG-20200821-WA0025.jpg,1,0.5501209497451782
IMG-20200825-WA0022.jpg-IMG-20200821-WA0026.jpg,1,0.44482100009918213
IMG-20200825-WA0022.jpg-IMG-20200821-WA0027.jpg,1,0.48229482769966125
IMG-20200825-WA0022.jpg-IMG-20200821-WA0028.jpg,1,0.48466527462005615
IMG-20200825-WA0022.jpg-IMG-20200821-WA0029.jpg,1,0.6427463293075562
IMG-20200825-WA0022.jpg-IMG-20200821-WA0030.jpg,1,0.509637176990509
IMG-20200825-WA0022.jpg-IMG-20200821-WA0031.jpg,1,0.5395882725715637
IMG-20200825-WA0022.jpg-IMG-20200821-WA0032.jpg,1,0.6662791967391968
IMG-20200825-WA0022.jpg-IMG-20200821-WA0033.jpg,1,0.8219118118286133
IMG-20200825-WA0022.jpg-IMG-20200821-WA0034.jpg,1,0.7592271566390991
IMG-20200825-WA0022.jpg-IMG-20200821-WA0035.jpg,1,0.4111642837524414
IMG-20200825-WA0022.jpg-IMG_20200821_162726.jpg,1,0.5966944694519043
IMG-20200825-WA0023.jpg-IMG-20200821-WA0022.jpg,1,0.5489649176597595
IMG-20200825-WA0023.jpg-IMG-20200821-WA0023.jpg,1,0.675953209400177
IMG-20200825-WA0023.jpg-IMG-20200821-WA0024.jpg,1,0.5930306315422058
IMG-20200825-WA0023.jpg-IMG-20200821-WA0025.jpg,1,0.7319737076759338
IMG-20200825-WA0023.jpg-IMG-20200821-WA0026.jpg,1,0.5025194883346558
IMG-20200825-WA0023.jpg-IMG-20200821-WA0027.jpg,1,0.6781527400016785
IMG-20200825-WA0023.jpg-IMG-20200821-WA0028.jpg,1,0.4618775546550751
IMG-20200825-WA0023.jpg-IMG-20200821-WA0029.jpg,1,0.6833897829055786
IMG-20200825-WA0023.jpg-IMG-20200821-WA0030.jpg,1,0.5610078573226929
IMG-20200825-WA0023.jpg-IMG-20200821-WA0031.jpg,1,0.5228652358055115
IMG-20200825-WA0023.jpg-IMG-20200821-WA0032.jpg,1,0.780695915222168
IMG-20200825-WA0023.jpg-IMG-20200821-WA0033.jpg,1,0.7863317131996155
IMG-20200825-WA0023.jpg-IMG-20200821-WA0034.jpg,1,0.7727081775665283
IMG-20200825-WA0023.jpg-IMG-20200821-WA0035.jpg,1,0.5669729709625244
IMG-20200825-WA0023.jpg-IMG_20200821_162726.jpg,1,0.6354928016662598
IMG-20200825-WA0026.jpg-IMG-20200821-WA0022.jpg,1,0.6130097508430481
IMG-20200825-WA0026.jpg-IMG-20200821-WA0023.jpg,1,0.6078130006790161
IMG-20200825-WA0026.jpg-IMG-20200821-WA0024.jpg,1,0.5182299017906189
IMG-20200825-WA0026.jpg-IMG-20200821-WA0025.jpg,1,0.6988520622253418
IMG-20200825-WA0026.jpg-IMG-20200821-WA0026.jpg,1,0.6433144211769104
IMG-20200825-WA0026.jpg-IMG-20200821-WA0027.jpg,1,0.6351857781410217
IMG-20200825-WA0026.jpg-IMG-20200821-WA0028.jpg,1,0.6427655816078186
IMG-20200825-WA0026.jpg-IMG-20200821-WA0029.jpg,1,0.6226868033409119
IMG-20200825-WA0026.jpg-IMG-20200821-WA0030.jpg,1,0.6084363460540771
IMG-20200825-WA0026.jpg-IMG-20200821-WA0031.jpg,1,0.42727357149124146
IMG-20200825-WA0026.jpg-IMG-20200821-WA0032.jpg,1,0.7163835763931274
IMG-20200825-WA0026.jpg-IMG-20200821-WA0033.jpg,1,0.7916098237037659
IMG-20200825-WA0026.jpg-IMG-20200821-WA0034.jpg,1,0.7887540459632874
IMG-20200825-WA0026.jpg-IMG-20200821-WA0035.jpg,1,0.5199620723724365
IMG-20200825-WA0026.jpg-IMG_20200821_162726.jpg,1,0.5138844847679138
IMG-20200825-WA0027.jpg-IMG-20200821-WA0022.jpg,1,0.6348576545715332
IMG-20200825-WA0027.jpg-IMG-20200821-WA0023.jpg,1,0.5815222263336182
IMG-20200825-WA0027.jpg-IMG-20200821-WA0024.jpg,1,0.6106051206588745
IMG-20200825-WA0027.jpg-IMG-20200821-WA0025.jpg,1,0.6716817617416382
IMG-20200825-WA0027.jpg-IMG-20200821-WA0026.jpg,1,0.3505929410457611
IMG-20200825-WA0027.jpg-IMG-20200821-WA0027.jpg,1,0.6292406916618347
IMG-20200825-WA0027.jpg-IMG-20200821-WA0028.jpg,1,0.5488118529319763
IMG-20200825-WA0027.jpg-IMG-20200821-WA0029.jpg,1,0.683236837387085
IMG-20200825-WA0027.jpg-IMG-20200821-WA0030.jpg,1,0.5810649394989014
IMG-20200825-WA0027.jpg-IMG-20200821-WA0031.jpg,1,0.6832686066627502
IMG-20200825-WA0027.jpg-IMG-20200821-WA0032.jpg,1,0.6311679482460022
IMG-20200825-WA0027.jpg-IMG-20200821-WA0033.jpg,1,0.7486476302146912
IMG-20200825-WA0027.jpg-IMG-20200821-WA0034.jpg,1,0.7871617674827576
IMG-20200825-WA0027.jpg-IMG-20200821-WA0035.jpg,1,0.42475447058677673
IMG-20200825-WA0027.jpg-IMG_20200821_162726.jpg,1,0.6898789405822754
IMG-20200825-WA0028.jpg-IMG-20200821-WA0022.jpg,1,0.34516292810440063
IMG-20200825-WA0028.jpg-IMG-20200821-WA0023.jpg,1,0.6434763073921204
IMG-20200825-WA0028.jpg-IMG-20200821-WA0024.jpg,1,0.5045219659805298
IMG-20200825-WA0028.jpg-IMG-20200821-WA0025.jpg,1,0.5659111142158508
IMG-20200825-WA0028.jpg-IMG-20200821-WA0026.jpg,1,0.5390813946723938
IMG-20200825-WA0028.jpg-IMG-20200821-WA0027.jpg,1,0.5327922105789185
IMG-20200825-WA0028.jpg-IMG-20200821-WA0028.jpg,1,0.48436591029167175
IMG-20200825-WA0028.jpg-IMG-20200821-WA0029.jpg,1,0.618366539478302
IMG-20200825-WA0028.jpg-IMG-20200821-WA0030.jpg,1,0.46800199151039124
IMG-20200825-WA0028.jpg-IMG-20200821-WA0031.jpg,1,0.5012466311454773
IMG-20200825-WA0028.jpg-IMG-20200821-WA0032.jpg,1,0.7340322136878967
IMG-20200825-WA0028.jpg-IMG-20200821-WA0033.jpg,1,0.7810232043266296
IMG-20200825-WA0028.jpg-IMG-20200821-WA0034.jpg,1,0.6550631523132324
IMG-20200825-WA0028.jpg-IMG-20200821-WA0035.jpg,1,0.4292617738246918
IMG-20200825-WA0028.jpg-IMG_20200821_162726.jpg,1,0.5088329911231995
IMG-20200825-WA0029.jpg-IMG-20200821-WA0022.jpg,1,0.6325929760932922
IMG-20200825-WA0029.jpg-IMG-20200821-WA0023.jpg,1,0.6456498503684998
IMG-20200825-WA0029.jpg-IMG-20200821-WA0024.jpg,1,0.6497839689254761
IMG-20200825-WA0029.jpg-IMG-20200821-WA0025.jpg,1,0.7888827323913574
IMG-20200825-WA0029.jpg-IMG-20200821-WA0026.jpg,1,0.573806643486023
IMG-20200825-WA0029.jpg-IMG-20200821-WA0027.jpg,1,0.719975471496582
IMG-20200825-WA0029.jpg-IMG-20200821-WA0028.jpg,1,0.7379387021064758
IMG-20200825-WA0029.jpg-IMG-20200821-WA0029.jpg,1,0.648594856262207
IMG-20200825-WA0029.jpg-IMG-20200821-WA0030.jpg,1,0.547466516494751
IMG-20200825-WA0029.jpg-IMG-20200821-WA0031.jpg,1,0.649494469165802
IMG-20200825-WA0029.jpg-IMG-20200821-WA0032.jpg,1,0.7324141263961792
IMG-20200825-WA0029.jpg-IMG-20200821-WA0033.jpg,1,0.8264931440353394
IMG-20200825-WA0029.jpg-IMG-20200821-WA0034.jpg,1,0.8433376550674438
IMG-20200825-WA0029.jpg-IMG-20200821-WA0035.jpg,1,0.637432873249054
IMG-20200825-WA0029.jpg-IMG_20200821_162726.jpg,1,0.6397817730903625
IMG-20200825-WA0030.jpg-IMG-20200821-WA0022.jpg,1,0.6574264764785767
IMG-20200825-WA0030.jpg-IMG-20200821-WA0023.jpg,1,0.6337776184082031
IMG-20200825-WA0030.jpg-IMG-20200821-WA0024.jpg,1,0.6886410713195801
IMG-20200825-WA0030.jpg-IMG-20200821-WA0025.jpg,1,0.7740967869758606
IMG-20200825-WA0030.jpg-IMG-20200821-WA0026.jpg,1,0.5104098320007324
IMG-20200825-WA0030.jpg-IMG-20200821-WA0027.jpg,1,0.6956211924552917
