img_pair,ground_truth,is_related
IMG-20200825-WA0017.jpg-IMG-20200821-WA0022.jpg,1,3.2325248291680314e-30
IMG-20200825-WA0017.jpg-IMG-20200821-WA0023.jpg,1,0.0
IMG-20200825-WA0017.jpg-IMG-20200821-WA0024.jpg,1,7.01282664627299e-33
IMG-20200825-WA0017.jpg-IMG-20200821-WA0025.jpg,1,0.0
IMG-20200825-WA0017.jpg-IMG-20200821-WA0026.jpg,1,0.0
IMG-20200825-WA0017.jpg-IMG-20200821-WA0027.jpg,1,2.5768867221077154e-24
IMG-20200825-WA0017.jpg-IMG-20200821-WA0028.jpg,1,0.0
IMG-20200825-WA0017.jpg-IMG-20200821-WA0029.jpg,1,0.0
IMG-20200825-WA0017.jpg-IMG-20200821-WA0030.jpg,1,4.6257712960844755e-22
IMG-20200825-WA0017.jpg-IMG-20200821-WA0031.jpg,1,0.0
IMG-20200825-WA0017.jpg-IMG-20200821-WA0032.jpg,1,0.0
IMG-20200825-WA0017.jpg-IMG-20200821-WA0033.jpg,1,0.0
IMG-20200825-WA0017.jpg-IMG-20200821-WA0034.jpg,1,3.931460999149786e-37
IMG-20200825-WA0017.jpg-IMG-20200821-WA0035.jpg,1,0.0
IMG-20200825-WA0017.jpg-IMG_20200821_162726.jpg,1,1.569065048676578e-18
IMG-20200825-WA0022.jpg-IMG-20200821-WA0022.jpg,1,0.0
IMG-20200825-WA0022.jpg-IMG-20200821-WA0023.jpg,1,0.0
IMG-20200825-WA0022.jpg-IMG-20200821-WA0024.jpg,1,0.0
IMG-20200825-WA0022.jpg-IMG-20200821-WA0025.jpg,1,0.0
IMG-20200825-WA0022.jpg-IMG-20200821-WA0026.jpg,1,3.0820371019802815e-31
IMG-20200825-WA0022.jpg-IMG-20200821-WA0027.jpg,1,3.188684786538182e-27
IMG-20200825-WA0022.jpg-IMG-20200821-WA0028.jpg,1,0.0
IMG-20200825-WA0022.jpg-IMG-20200821-WA0029.jpg,1,0.0
IMG-20200825-WA0022.jpg-IMG-20200821-WA0030.jpg,1,6.251211996880915e-22
IMG-20200825-WA0022.jpg-IMG-20200821-WA0031.jpg,1,0.0
IMG-20200825-WA0022.jpg-IMG-20200821-WA0032.jpg,1,0.0
IMG-20200825-WA0022.jpg-IMG-20200821-WA0033.jpg,1,0.0
IMG-20200825-WA0022.jpg-IMG-20200821-WA0034.jpg,1,3.1944644661901017e-29
IMG-20200825-WA0022.jpg-IMG-20200821-WA0035.jpg,1,0.0
IMG-20200825-WA0022.jpg-IMG_20200821_162726.jpg,1,1.9883222943540418e-13
IMG-20200825-WA0023.jpg-IMG-20200821-WA0022.jpg,1,3.759693909432713e-29
IMG-20200825-WA0023.jpg-IMG-20200821-WA0023.jpg,1,1.758644618821137e-10
IMG-20200825-WA0023.jpg-IMG-20200821-WA0024.jpg,1,1.1297528261207737e-13
IMG-20200825-WA0023.jpg-IMG-20200821-WA0025.jpg,1,3.889530871607914e-21
IMG-20200825-WA0023.jpg-IMG-20200821-WA0026.jpg,1,2.5835672090579465e-07
IMG-20200825-WA0023.jpg-IMG-20200821-WA0027.jpg,1,1.5764507583084863e-25
IMG-20200825-WA0023.jpg-IMG-20200821-WA0028.jpg,1,4.3711583220108214e-32
IMG-20200825-WA0023.jpg-IMG-20200821-WA0029.jpg,1,4.644658839249269e-28
IMG-20200825-WA0023.jpg-IMG-20200821-WA0030.jpg,1,0.10245159268379211
IMG-20200825-WA0023.jpg-IMG-20200821-WA0031.jpg,1,0.0
IMG-20200825-WA0023.jpg-IMG-20200821-WA0032.jpg,1,8.206153978562725e-09
IMG-20200825-WA0023.jpg-IMG-20200821-WA0033.jpg,1,0.0
IMG-20200825-WA0023.jpg-IMG-20200821-WA0034.jpg,1,2.904858301599057e-20
IMG-20200825-WA0023.jpg-IMG-20200821-WA0035.jpg,1,7.919081556594625e-37
IMG-20200825-WA0023.jpg-IMG_20200821_162726.jpg,1,0.8684725165367126
IMG-20200825-WA0026.jpg-IMG-20200821-WA0022.jpg,1,2.042086234992748e-34
IMG-20200825-WA0026.jpg-IMG-20200821-WA0023.jpg,1,1.1848430081045865e-20
IMG-20200825-WA0026.jpg-IMG-20200821-WA0024.jpg,1,3.239773836150583e-21
IMG-20200825-WA0026.jpg-IMG-20200821-WA0025.jpg,1,1.2049832723047557e-31
